genus	host.source
Paopuvirus	bacteria
Papanivirus	plants
Papyrusvirus	bacteria
Paraavulavirus	vertebrates
Parabovirus	vertebrates
Parahepadnavirus	vertebrates
Parapoxvirus	vertebrates
Pararubulavirus	vertebrates
Parechovirus	vertebrates
Parhipatevirus	bacteria
Pariacacavirus	bacteria
Parlovirus	bacteria
Pasivirus	vertebrates
Paslahepevirus	vertebrates
Passerivirus	vertebrates
Patagivirus	vertebrates
Patiencevirus	bacteria
Patimovirus	bacteria
Paulavirus	bacteria
Paundecimvirus	bacteria
Paundivirus	bacteria
Pavtokvirus	bacteria
Pawinskivirus	bacteria
Paysduvirus	bacteria
Pbunavirus	bacteria
Peatvirus	bacteria
Pebcunavirus	bacteria
Pecentumvirus	bacteria
Pecluvirus	plants
Pediavirus	invertebrates
Pedosvirus	bacteria
Peduovirus	bacteria
Peeveelvirus	bacteria
Pefuambidensovirus	invertebrates
Pegivirus	vertebrates
Pegunavirus	bacteria
Pehohrivirus	bacteria
Pehsaduvirus	bacteria
Pekhitvirus	bacteria
Pektosvirus	bacteria
Pelagivirus	bacteria
Pelamoviroid	plants
Pelarspovirus	plants
Pelmivirus	invertebrates
Pemapivirus	vertebrates
Pemunavirus	bacteria
Penicillimonavirus	fungi+invertebrates+protists
Penintadodekavirus	bacteria
Penoulivirus	algae+fungi+plants
Penstylhamaparvovirus	invertebrates
Pepevirus	bacteria
Pepusduvirus	bacteria
Pepyhexavirus	bacteria
Percavirus	vertebrates
Percyvirus	bacteria
Perhabdovirus	vertebrates
Perisivirus	bacteria
Peropuvirus	invertebrates+plants
Perrunavirus	bacteria
Persistencevirus	bacteria
Pestivirus	vertebrates
Peternellavirus	bacteria
Petruschkyvirus	bacteria
Petsuvirus	bacteria
Pettyvirus	bacteria
Petuvirus	plants
Phabiovirus	bacteria
Phabquatrovirus	bacteria
Phaeovirus	algae
Phapecoctavirus	bacteria
Pharaohvirus	bacteria
Phasivirus	invertebrates
Phayoncevirus	bacteria
Phelinovirus	invertebrates
Phialvirus	protists (S)
Phietavirus	bacteria
Phifelvirus	bacteria
Phikmvvirus	bacteria
Phikzvirus	bacteria
Philippevirus	bacteria
Philtcovirus	bacteria
Phimunavirus	bacteria
Phipapillomavirus	vertebrates
Phistoryvirus	bacteria
Phitrevirus	bacteria
Phlebovirus	invertebrates+vertebrates
Phleivirus	bacteria
Phobosvirus	bacteria
Phobpsivirus	bacteria
Phrappuccinovirus	bacteria
Phulihavirus	bacteria
Phulivirus	bacteria
Phutvirus	bacteria
Phyllomonavirus	invertebrates+phytobiome (S)
Phytoreovirus	invertebrates+plants
Picardvirus	bacteria
Pidchovirus	invertebrates
Piedvirus	bacteria
Pienvirus	bacteria
Pifdecavirus	bacteria
Pihngevirus	bacteria
Pijolavirus	bacteria
Pikminvirus	bacteria
Pinnievirus	bacteria
Piorkowskivirus	bacteria
Pipapillomavirus	vertebrates
Pipefishvirus	bacteria
Pipoluvirus	bacteria
Piponevirus	bacteria
Pippivirus	bacteria
Pipunevirus	bacteria
Pirifovirus	bacteria
Piscesmortuivirus	bacteria
Piscichuvirus	invertebrates+marine (S)+vertebrates
Piscihepevirus	vertebrates
Pitorquevirus	vertebrates
Plaisancevirus	bacteria
Plasmavirus	bacteria
Plasmopamonavirus	fungi+protists
Plateaulakevirus	bacteria
Platypuvirus	plants
Playavirus	bacteria
Plazymidvirus	bacteria
Pleakleyvirus	bacteria
Plectrovirus	bacteria
Pleeduovirus	bacteria
Pleetrevirus	bacteria
Pletoitzamnavirus	archaea
Plotvirus	bacteria
Plymouthvirus	bacteria
Poacevirus	plants
Podivirus	bacteria
Podtsbuvirus	bacteria
Poecivirus	vertebrates
Pogseptimavirus	bacteria
Pohlevirus	bacteria
Pohlodivirus	bacteria
Pohlydovirus	bacteria
Pohtamavirus	bacteria
Poindextervirus	bacteria
Pokkenvirus	bacteria
Pokrovskaiavirus	bacteria
Polemovirus	plants
Polerovirus	plants
Pollockvirus	bacteria
Pollyceevirus	bacteria
Polybotosvirus	bacteria
Polymycovirus	fungi
Pomeroyivirus	bacteria
Pomovirus	plants
Poncivirus	bacteria
Ponsvirus	bacteria
Pontunivirus	vertebrates
Pontusvirus	bacteria
Popoffvirus	bacteria
Pormufvirus	archaea
Porprismacovirus	invertebrates+vertebrates
Porrectionivirus	bacteria
Poseidonvirus	bacteria
Pospiviroid	plants
Potamipivirus	vertebrates
Potamoivirus	bacteria
Potexvirus	plants
Potyvirus	plants
Pourcelvirus	bacteria
Poushouvirus	bacteria
Powerballvirus	bacteria
Powvirus	bacteria
Pradovirus	bacteria
Prasinovirus	algae
Predatorvirus	bacteria
Pregotovirus	vertebrates
Presleyvirus	bacteria
Primolicivirus	bacteria
Priunavirus	bacteria
Privateervirus	bacteria
Proboscivirus	vertebrates
Prosimiispumavirus	vertebrates
Protoambidensovirus	invertebrates
Protobacilladnavirus	algae+invertebrates+marine (S)
Protoparvovirus	vertebrates
Prunevirus	plants
Prymnesiovirus	algae
Przondovirus	bacteria
Psavirus	bacteria
Psecadovirus	bacteria
Psehatovirus	bacteria
Pseudotevenvirus	bacteria
Pseudovirus	fungi+plants
Psiaduvirus	bacteria
Psimevirus	bacteria
Psimunavirus	archaea
Psipapillomavirus	vertebrates
Psitorquevirus	vertebrates
Psoetuvirus	bacteria
Psouhdivirus	bacteria
Pteridovirus	plants
Pteropopoxvirus	vertebrates
Pterovirus	invertebrates
Puahadnavirus	marine (S)
Pudlivirus	bacteria
Puduphavirus	bacteria
Puhrivirus	bacteria
Puirovirus	bacteria
Pujohnavirus	bacteria
Pukovnikvirus	bacteria
Pulverervirus	bacteria
Punavirus	bacteria
Puppervirus	bacteria
Purivirus	bacteria
Purkyvirus	bacteria
Pushchinovirus	bacteria
Pygoscepivirus	vertebrates
Pylasvirus	bacteria
Qadamvirus	bacteria
Qeihnovirus	bacteria
Qingdaovirus	bacteria
Quadragintavirus	bacteria
Quadrivirus	fungi
Quaranjavirus	invertebrates+vertebrates
Qubevirus	bacteria
Quesadillavirus	bacteria
Questintvirus	bacteria
Quhwahvirus	bacteria
Quivirus	bacteria
Quwivirus	vertebrates
Rabovirus	vertebrates
Radbaivirus	bacteria
Radostvirus	bacteria
Rafivirus	vertebrates
Rahariannevirus	bacteria
Rainacovirus	bacteria
Rajidapivirus	vertebrates
Raleighvirus	bacteria
Ranavirus	vertebrates
Raphidovirus	algae
Rauchvirus	bacteria
Raunefjordenvirus	bacteria
Ravarandavirus	bacteria
Ravavirus	plants
Ravinvirus	bacteria
Recovirus	vertebrates
Redjacvirus	bacteria
Refugevirus	bacteria
Reginaelenavirus	bacteria
Rehihmevirus	bacteria
Rehudzovirus	bacteria
Reipivirus	bacteria
Replylivirus	vertebrates
Reptarenavirus	vertebrates
Reptillovirus	vertebrates
Rerduovirus	bacteria
Respirovirus	vertebrates
Restivirus	bacteria
Retbasiphovirus	archaea
Reyvirus	bacteria
Rhadinovirus	vertebrates
Rheavirus	protists
Rhizidiovirus	fungi
Rhizomonavirus	phytobiome (S)
Rhizoulivirus	fungi
Rhodobactegtaviriform	bacteria
Rhodovulugtaviriform	bacteria
Rhohmbavirus	bacteria
Rhopapillomavirus	vertebrates
Rhotorquevirus	vertebrates
Richievirus	bacteria
Rigallicvirus	bacteria
Rimavirus	bacteria
Ringilvirus	protists (S)
Ripduovirus	bacteria
Risingsunvirus	bacteria
Risjevirus	bacteria
Rivapovirus	invertebrates
Riverridervirus	bacteria
Rivsvirus	bacteria
Robigovirus	plants
Rocahepevirus	vertebrates
Rochuvirus	invertebrates
Rockefellervirus	bacteria
Rockvillevirus	bacteria
Rodtovirus	bacteria
Rogerhendrixvirus	bacteria
Rogunavirus	bacteria
Rohelivirus	vertebrates
Rohsdrivirus	bacteria
Rollinsvirus	bacteria
Ronaldovirus	bacteria
Ronavirus	invertebrates
Ronodorvirus	bacteria
Rosadnavirus	plants
Rosariovirus	bacteria
Rosavirus	vertebrates
Rosebushvirus	bacteria
Rosemountvirus	bacteria
Rosenblumvirus	bacteria
Roseolovirus	vertebrates
Roskildevirus	bacteria
Roslyckyvirus	bacteria
Rotavirus	vertebrates
Roufvirus	bacteria
Rowavirus	bacteria
Roymovirus	plants
Rtpvirus	bacteria
Rubivirus	vertebrates
Rubodvirus	plants
Ruegerigtaviriform	bacteria
Ruflodivirus	plants
Rusvolovirus	bacteria
Ruthyvirus	bacteria
Rymovirus	plants
Ryyoungvirus	bacteria
Sabavirus	invertebrates
Sabourvirus	bacteria
Saclayvirus	bacteria
Sadwavirus	plants
Saetivirus	bacteria
Sagamiharavirus	bacteria
Saguarovirus	bacteria
Saikungvirus	bacteria
Saintgironsvirus	bacteria
Sajorinivirus	vertebrates
Sakobuvirus	vertebrates
Salacisavirus	bacteria
Salasvirus	bacteria
Salchichonvirus	bacteria
Saldibavirus	archaea
Salemvirus	vertebrates
Salinovirus	bacteria
Salisharnavirus	marine (S)
Salivirus	vertebrates
Salmondvirus	bacteria
Salmonpoxvirus	vertebrates
Salmovirus	vertebrates
Salovirus	vertebrates
Salterprovirus	archaea
Saltrevirus	bacteria
Salutenavirus	bacteria
Salvavirus	bacteria
Salvovirus	bacteria
Samistivirus	bacteria
Samsavirus	archaea
Samunavirus	bacteria
Samuneavirus	bacteria
Samwavirus	bacteria
Sandeparvovirus	vertebrates
Sandinevirus	bacteria
Sanguivirus	bacteria
Sanovirus	bacteria
Sansavirus	bacteria
Sanstrivirus	invertebrates
Santafevirus	bacteria
Sanyabayvirus	bacteria
Sapelovirus	vertebrates
Saphexavirus	bacteria
Sapovirus	vertebrates
Sardinovirus	vertebrates
Sargevirus	bacteria
Sarumanvirus	bacteria
Sasdunavirus	bacteria
Sashavirus	bacteria
Sasquatchvirus	bacteria
Sasvirus	bacteria
Sauletekiovirus	bacteria
Saundersvirus	bacteria
Sawaravirus	bacteria
Sawastrivirus	invertebrates
Sawgrhavirus	invertebrates
Scappvirus	bacteria
Scapunavirus	bacteria
Scarabeuvirus	invertebrates
Schiekvirus	bacteria
Schizotequatrovirus	bacteria
Schmidtvirus	bacteria
Schmidvirus	bacteria
Schmittlotzvirus	bacteria
Schnabeltiervirus	bacteria
Schubertvirus	bacteria
Scindoambidensovirus	invertebrates
Sciuripoxvirus	vertebrates
Sciuriunavirus	bacteria
Sclerodarnavirus	fungi
Sclerotimonavirus	fungi+phytobiome (S)+protists+soil (S)
Scleroulivirus	algae+fungi
Scloravirus	bacteria
Scoliodonvirus	vertebrates
Scophrhavirus	vertebrates
Scottvirus	bacteria
Scuadavirus	bacteria
Sculuvirus	bacteria
Scutavirus	vertebrates
Scuticavirus	bacteria
Scyllavirus	bacteria
Sdenfavirus	bacteria
Sdonativirus	bacteria
Sdribtuvirus	bacteria
Seadornavirus	invertebrates+vertebrates
Seahorsevirus	bacteria
Seamegvirus	bacteria
Seawadnavirus	marine (S)
Secretariatvirus	bacteria
Sectovirus	invertebrates
Sednavirus	bacteria
Sedonavirus	bacteria
Seejivirus	archaea
Segzyvirus	bacteria
Sehcovirus	bacteria
Sehpovirus	bacteria
Semodevirus	bacteria
Semotivirus	invertebrates+vertebrates
Sendosyvirus	bacteria
Senecavirus	vertebrates
Senitvirus	archaea
Senquatrovirus	bacteria
Sentinelvirus	bacteria
Seodaemunguvirus	bacteria
Seongbukvirus	bacteria
Seongnamvirus	bacteria
Seoulvirus	bacteria
Septimatrevirus	bacteria
Septovirus	vertebrates
Sepunavirus	bacteria
Sequivirus	plants
Serangoonvirus	bacteria
Serkorvirus	bacteria
Sertoctavirus	bacteria
Sertovirus	vertebrates
Serwervirus	bacteria
Sessunavirus	bacteria
Setohruvirus	bacteria
Seunavirus	bacteria
Seuratvirus	bacteria
Seussvirus	bacteria
Sexopuavirus	bacteria
Sextaecvirus	bacteria
Seybrovirus	bacteria
Sfunavirus	bacteria
Shalavirus	bacteria
Shamshuipovirus	bacteria
Shanbavirus	vertebrates
Shandongvirus	bacteria
Shandvirus	bacteria
Shangavirus	invertebrates
Shantouvirus	bacteria
Shapirovirus	bacteria
Sharonstreetvirus	bacteria
Shaspivirus	invertebrates
Shebanavirus	bacteria
Sheenvirus	bacteria
Shenzhenivirus	bacteria
Shenzhenvirus	bacteria
Sherbrookevirus	bacteria
Shihmovirus	bacteria
Shihovirus	bacteria
Shihwivirus	bacteria
Shilevirus	protists
Shirahamavirus	bacteria
Shizishanvirus	bacteria
Sholavirus	bacteria
Shomudavirus	bacteria
Shopitevirus	bacteria
Shoyavirus	bacteria
Shuimuvirus	bacteria
Shuravirus	bacteria
Siadenovirus	vertebrates
Siaravirus	bacteria
Siatvirus	bacteria
Sicinivirus	vertebrates
Sicregavirus	vertebrates
Sidiousvirus	bacteria
Sidiruavirus	bacteria
Sieqvirus	bacteria
Siftrevirus	bacteria
Sigmapapillomavirus	vertebrates
Sigmatorquevirus	vertebrates
Sigmavirus	invertebrates+vertebrates
Silentrexvirus	bacteria
Silviavirus	bacteria
Simiispumavirus	vertebrates
Siminovitchvirus	bacteria
Simismacovirus	vertebrates
Simpcentumvirus	bacteria
Simplexvirus	vertebrates
Sinaivirus	invertebrates
Sincthavirus	bacteria
Siniperhavirus	vertebrates
Sinsheimervirus	bacteria
Siophivirus	bacteria
Siovirus	bacteria
Siphunculivirus	bacteria
Sirevirus	plants
Sixamavirus	bacteria
Skarprettervirus	bacteria
Skatevirus	bacteria
Skhembuvirus	bacteria
Skogvirus	bacteria
Skrubnovirus	bacteria
Skulduggeryvirus	bacteria
Skunavirus	bacteria
Skysandvirus	bacteria
Slashvirus	bacteria
Sleepyheadvirus	bacteria
Slepowronvirus	bacteria
Slopekvirus	bacteria
Smoothievirus	bacteria
Smudhfivirus	bacteria
Snuvirus	bacteria
Snuwdevirus	bacteria
Sobemovirus	plants
Socyvirus	invertebrates
Soetuvirus	bacteria
Sogarnavirus	algae+marine (S)
Sokavirus	bacteria
Solendovirus	plants
Somasatellite	invertebrates
Sonalivirus	bacteria
Sophoyesatellite	plants
Sophritavirus	bacteria
Sopolycivirus	invertebrates
Sortsnevirus	bacteria
Soupsvirus	bacteria
Sourvirus	bacteria
Soymovirus	plants
Sozzivirus	bacteria
Sparkyvirus	bacteria
Spbetavirus	bacteria
Sperdavirus	bacteria
Sphonivirus	bacteria
Spiromicrovirus	bacteria
Spizizenvirus	bacteria
Sprivivirus	vertebrates
Sputnikvirus	protists
Squashvirus	bacteria
Squirtyvirus	bacteria
Sripuvirus	invertebrates+vertebrates
Staminivirus	bacteria
Stanholtvirus	bacteria
Stehlmavirus	bacteria
Stehnavirus	bacteria
Steinhofvirus	bacteria
Stockinghallvirus	bacteria
Stompelvirus	bacteria
Stompvirus	bacteria
Stonewallvirus	bacteria
Stoningtonvirus	bacteria
Stopalavirus	bacteria
Stopavirus	bacteria
Stormageddonvirus	bacteria
Stralarivirus	plants
Striavirus	vertebrates
Striwavirus	invertebrates
Stubburvirus	bacteria
Stupavirus	bacteria
Stupnyavirus	bacteria
Stylovirus	invertebrates
Subclovsatellite	plants
Subteminivirus	bacteria
Sugarlandvirus	bacteria
Suhnsivirus	bacteria
Suipoxvirus	vertebrates
Sukhumvitvirus	bacteria
Sukkupivirus	bacteria
Sukuvirus	bacteria
Sunrhavirus	invertebrates+vertebrates
Sunshinevirus	vertebrates
Supelovirus	invertebrates
Surghavirus	bacteria
Suseptimavirus	bacteria
Susfortunavirus	bacteria
Suspvirus	bacteria
Sustrivirus	plants
Suturavirus	bacteria
Suwonvirus	bacteria
Svunavirus	bacteria
Sweetvirus	archaea
Swiduovirus	bacteria
Swihdzovirus	bacteria
Symapivirus	vertebrates
Synelinevirus	invertebrates
Synodonvirus	vertebrates
Syrbvirus	bacteria
Tabernariusvirus	bacteria
Taceavirus	invertebrates
Tahluvirus	bacteria
Taipeivirus	bacteria
Takahashivirus	bacteria
Tamanovirus	bacteria
Tamkungvirus	bacteria
Tandoganvirus	bacteria
Tangaroavirus	bacteria
Tanisvirus	bacteria
Tankvirus	bacteria
Tantvirus	bacteria
Tanzavirus	vertebrates
Tapikevirus	bacteria
Tapjovirus	vertebrates
Tapwovirus	invertebrates
Taranisvirus	bacteria
Taupapillomavirus	vertebrates
Tawavirus	bacteria
Teciucevirus	bacteria
Tedavirus	bacteria
Teetrevirus	bacteria
Tefnutvirus	bacteria
Tegunavirus	bacteria
Tehdravirus	bacteria
Tehmuvirus	bacteria
Tehnexuvirus	bacteria
Tehnicivirus	bacteria
Tehuhdavirus	bacteria
Telnavirus	invertebrates
Temfrudevirus	plants
Tenuivirus	invertebrates+plants
Tepovirus	plants
Tepukevirus	bacteria
Tequatrovirus	bacteria
Tequintavirus	bacteria
Terapinvirus	bacteria
Tertilicivirus	bacteria
Teschovirus	vertebrates
Teseptimavirus	bacteria
Testadenovirus	vertebrates
Tethysvirus	algae
Tetipavirus	bacteria
Tetraparvovirus	vertebrates
Tettorquevirus	vertebrates
Tetuambidensovirus	invertebrates
Teubervirus	bacteria
Thalassavirus	bacteria
Thamnovirus	vertebrates
Thaumasvirus	bacteria
Thehlovirus	bacteria
Theiavirus	protists
Thetaarterivirus	vertebrates
Thetabobvirus	bacteria
Thetahypovirus	fungi
Thetapapillomavirus	vertebrates
Thetapolyomavirus	vertebrates
Thetatorquevirus	invertebrates+vertebrates
Thetisvirus	bacteria
Thidevirus	bacteria
Thiuhmevirus	bacteria
Thiwvovirus	bacteria
Thiyevirus	bacteria
Thobivirus	bacteria
Thogotovirus	invertebrates+vertebrates
Thomixvirus	bacteria
Thonkovirus	bacteria
Thornevirus	bacteria
Thottimvirus	vertebrates
Thriprhavirus	invertebrates
Thurisazvirus	vertebrates
Thyrsuvirus	bacteria
Tiamatvirus	bacteria
Tibirnivirus	bacteria
Tibrovirus	invertebrates+vertebrates
Ticahravirus	bacteria
Tidunavirus	bacteria
Tieomvirus	bacteria
Tigrvirus	bacteria
Tigunavirus	bacteria
Tiilvirus	bacteria
Tijeunavirus	bacteria
Tikiyavirus	bacteria
Tilapinevirus	vertebrates
Timirovirus	bacteria
Timquatrovirus	bacteria
Timshelvirus	bacteria
Tinalinvirus	bacteria
Tinduovirus	bacteria
Tinebovirus	bacteria
Tinytimothyvirus	bacteria
Titanvirus	bacteria
Tlsvirus	bacteria
Tobamovirus	plants
Tobravirus	plants
Tocinivirus	invertebrates
Tofonivirus	invertebrates
Tohkunevirus	bacteria
Tohvovirus	bacteria
Tomasvirus	bacteria
Tombusvirus	plants
Tonitrusvirus	archaea
Topilevirus	plants
Topocuvirus	plants
Torbevirus	vertebrates
Torchivirus	vertebrates
Torovirus	vertebrates
Torradovirus	plants
Tortellinivirus	bacteria
Totivirus	fungi
Tottorivirus	vertebrates
Toursvirus	invertebrates
Toutatisvirus	bacteria
Tralespevirus	plants
Traversvirus	bacteria
Tredecimvirus	archaea
Treisdeltapapillomavirus	vertebrates
Treisepsilonpapillomavirus	vertebrates
Treisetapapillomavirus	vertebrates
Treisiotapapillomavirus	vertebrates
Treiskappapapillomavirus	vertebrates
Treisthetapapillomavirus	vertebrates
Treiszetapapillomavirus	vertebrates
Tremovirus	vertebrates
Tresduoquattuorvirus	bacteria
Triamitovirus	fungi
Triatovirus	invertebrates
Triavirus	bacteria
Trichomonasvirus	protists
Trichovirus	plants
Triduovirus	bacteria
Trigintaduovirus	bacteria
Trinavirus	bacteria
Trinevirus	bacteria
Trinifflemingvirus	bacteria
Triniovirus	invertebrates
Triplejayvirus	bacteria
Tritimovirus	plants
Tritonvirus	bacteria
Troedvirus	bacteria
Tropivirus	vertebrates
Trucevirus	bacteria
Trungvirus	bacteria
Tsamsavirus	bacteria
Tsarbombavirus	bacteria
Tsecebavirus	bacteria
Tsuhreavirus	bacteria
Tsukubavirus	bacteria
Tulanevirus	bacteria
Tunavirus	bacteria
Tunggulvirus	bacteria
Tungrovirus	plants
Tuodvirus	bacteria
Tupanvirus	protists
Tupavirus	invertebrates+vertebrates
Turbidovirus	bacteria
Turncurtovirus	plants
Turrinivirus	invertebrates
Tuskovirus	bacteria
Tuwendivirus	bacteria
Twortvirus	bacteria
Tybeckvirus	bacteria
Tymovirus	plants
Typhavirus	bacteria
Tyrahlevirus	bacteria
Uetakevirus	bacteria
Ulegvirus	invertebrates
Uliginvirus	bacteria
Umbravirus	plants
Unahavirus	bacteria
Unaquatrovirus	bacteria
Unicornvirus	bacteria
Unuamitovirus	fungi
Unyawovirus	bacteria
Upsilonpapillomavirus	vertebrates
Upsilontorquevirus	vertebrates
Ureyisuvirus	bacteria
Usarudivirus	archaea
Ushumevirus	bacteria
Usmuvirus	invertebrates
Uukuvirus	invertebrates+vertebrates
Uwajimavirus	bacteria
Vaccinivirus	plants
Valbvirus	bacteria
Valinorvirus	protists (S)
Valovirus	vertebrates
Vansinderenvirus	bacteria
Vapochuvirus	invertebrates
Vapseptimavirus	bacteria
Varicellovirus	vertebrates
Varicosavirus	fungi+plants+soil (S)
Varunavirus	bacteria
Vashvirus	bacteria
Vasivirus	bacteria
Vebetovirus	vertebrates
Vectrevirus	bacteria
Vedamuthuvirus	bacteria
Veewebvirus	bacteria
Vegasvirus	bacteria
Velarivirus	plants
Vellamovirus	bacteria
Vendavirus	bacteria
Vendettavirus	bacteria
Vequintavirus	bacteria
Veracruzvirus	bacteria
Veravirus	bacteria
Vernevirus	bacteria
Versovirus	bacteria
Vesehyavirus	bacteria
Vesiculovirus	invertebrates+vertebrates
Vesivirus	vertebrates
Vespertilionpoxvirus	vertebrates
Vespertiliovirus	bacteria
Veterinaerplatzvirus	bacteria
Vhmlvirus	bacteria
Vhulanivirus	bacteria
Vibakivirus	bacteria
Vicialiavirus	bacteria
Vicoquintavirus	bacteria
Vicosavirus	bacteria
Victorivirus	fungi
Vidquintavirus	bacteria
Vieuvirus	bacteria
Villovirus	bacteria
Vilniusvirus	bacteria
Vimunumvirus	bacteria
Vindevirus	bacteria
Vinehtivirus	bacteria
Vingilotevirus	protists (S)
Vipetofemvirus	bacteria
Vipivirus	bacteria
Vipunavirus	bacteria
Virgulavirus	bacteria
Virtovirus	plants
Vitivirus	plants
Vividuovirus	bacteria
Voetvirus	bacteria
Vohsuavirus	bacteria
Vojvodinavirus	bacteria
Votkovvirus	bacteria
Voulevirus	bacteria
Vulnificusvirus	bacteria
Wadgaonvirus	bacteria
Waedenswilvirus	bacteria
Waewaevirus	bacteria
Wahbolevirus	bacteria
Wahdswovirus	bacteria
Wahtavirus	bacteria
Waikavirus	plants
Wakandavirus	bacteria
Wamavirus	plants
Wanchaivirus	bacteria
Wanderervirus	bacteria
Wanjuvirus	bacteria
Warsawvirus	bacteria
Warwickvirus	bacteria
Watanabevirus	bacteria
Waukeshavirus	bacteria
Wawtorquevirus	invertebrates+vertebrates
Wbetavirus	bacteria
Weaselvirus	bacteria
Webervirus	bacteria
Wecineivirus	bacteria
Weheuvirus	bacteria
Wellingtonvirus	bacteria
Wenrivirus	invertebrates
Whackvirus	bacteria
Whietlevirus	bacteria
Whiflysatellite	plants
Whilavirus	bacteria
Whispovirus	invertebrates
Whiteheadvirus	bacteria
Whodehavirus	bacteria
Whopevirus	bacteria
Widsokivirus	bacteria
Wifcevirus	bacteria
Wildcatvirus	bacteria
Wilnyevirus	bacteria
Wilsonroadvirus	bacteria
Winklervirus	bacteria
Winunavirus	bacteria
Wishivirus	bacteria
Wizardvirus	bacteria
Woesvirus	bacteria
Wohudhevirus	bacteria
Wollypogvirus	bacteria
Wolominvirus	bacteria
Wongtaivirus	bacteria
Woodruffvirus	bacteria
Wotdevirus	bacteria
Wphvirus	bacteria
Wroclawvirus	bacteria
Wuhanvirus	bacteria
Wuhivirus	invertebrates
Wulfhauvirus	bacteria
Wulosvivirus	bacteria
Wumivirus	invertebrates
Wumpquatrovirus	bacteria
Wumptrevirus	bacteria
Wyahnevirus	bacteria
Xaviavirus	bacteria
Xenophyvirus	invertebrates
Xiamenvirus	bacteria
Xinspivirus	invertebrates
Xipapillomavirus	vertebrates
Xipdecavirus	bacteria
Xitorquevirus	vertebrates
Xooduovirus	bacteria
Xoxocotlavirus	bacteria
Xuanwuvirus	bacteria
Xuquatrovirus	bacteria
Xylavirus	fungi
Xylivirus	bacteria
Yahnavirus	bacteria
Yanchengvirus	bacteria
Yangvirus	bacteria
Yaravirus	algae
Yasminevirus	protists
Yatapoxvirus	vertebrates
Yautsimvirus	bacteria
Yeceytrevirus	bacteria
Yekorevirus	bacteria
Yellowseavirus	bacteria
Yemegivirus	bacteria
Yenihzavirus	bacteria
Yermavirus	plants
Yeshinuvirus	bacteria
Yeziwivirus	bacteria
Yihwangvirus	bacteria
Yingchengvirus	archaea
Yingvirus	invertebrates
Yohcadevirus	bacteria
Yokohamavirus	bacteria
Yoloswagvirus	bacteria
Yonginvirus	bacteria
Yongloolinvirus	bacteria
Yongunavirus	bacteria
Yonseivirus	bacteria
Yosifvirus	bacteria
Youngvirus	bacteria
Yuavirus	bacteria
Yuhrihovirus	bacteria
Yulgyerivirus	bacteria
Yumkaaxvirus	archaea
Yushanluvirus	bacteria
Yushanvirus	bacteria
Yuyuevirus	invertebrates
Yvonnevirus	bacteria
Zarhavirus	invertebrates
Zayintorquevirus	vertebrates
Zeavirus	plants
Zedzedvirus	bacteria
Zetaarterivirus	vertebrates
Zetahypovirus	fungi
Zetapapillomavirus	vertebrates
Zetapolyomavirus	vertebrates
Zetatorquevirus	vertebrates
Zetavirus	bacteria
Zhangjivirus	bacteria
Zhangqianvirus	bacteria
Zhonglingvirus	bacteria
Zhoulongquanvirus	bacteria
Zicotriavirus	bacteria
Zindervirus	bacteria
Zitchvirus	bacteria
Zukovirus	bacteria
Zurivirus	bacteria
Zuysuivirus	bacteria
Zybavirus	fungi
